id,name,current_category,new_category
13221,"Aluminium Composite Panels and Cladding in Sydney and Regional NSW - Glamour Decor","Facade & External Envelope","ACP Replacement Contractors"
13223,"CM Group Cladding & Internal Linings","Facade & External Envelope","Cladding Contractors"
13224,"The Cladding Professionals","Facade & External Envelope","Cladding Contractors"
13228,"ACP Cladding solutions Pty Ltd","Facade & External Envelope","Cladding Contractors"
13231,"Roofing Supermarket - Architectural Cladding","Facade & External Envelope","Roofing Contractors"
13235,"Roofing & Architectural Cladding (ARC)","Facade & External Envelope","Roofing Contractors"
13236,"Architectural Roofing and Wall Cladding","Facade & External Envelope","Roofing Contractors"
13240,"TDE Metal Roofing & Cladding","Facade & External Envelope","Metal Roofing Contractors"
13246,"AMC Cladding PTY LTD","Facade & External Envelope","Cladding Contractors"
13249,"The Copper and Zinc Roofing Company","Facade & External Envelope","Roofing Contractors"
13253,"Metal Kladding Group - Cladding Melbourne","Facade & External Envelope","Cladding Contractors"
13255,"Composite Cladding Wholesale Melbourne","Facade & External Envelope","Cladding Contractors"
13259,"Metal Cladding Systems Pty Ltd","Facade & External Envelope","Cladding Contractors"
13261,"Melbourne Cladding Solutions","Facade & External Envelope","Cladding Contractors"
13263,"Total Roofing & Cladding","Facade & External Envelope","Roofing Contractors"
13264,"Total Cladding","Facade & External Envelope","Cladding Contractors"
13265,"Cladding Pro","Facade & External Envelope","Cladding Contractors"
13267,"Architectural Cladding Suppliers","Facade & External Envelope","Cladding Contractors"
13268,"True Line Cladding Pty Ltd","Facade & External Envelope","Cladding Contractors"
13269,"Concept Cladding","Facade & External Envelope","Cladding Contractors"
13270,"All Cladding and Render","Facade & External Envelope","Cladding Contractors"
13272,"Zinc Cladding","Facade & External Envelope","Cladding Contractors"
13273,"SG Cladding","Facade & External Envelope","Cladding Contractors"
13274,"StormTech Roofing","Facade & External Envelope","Roofing Contractors"
13275,"Flooring & Cladding Specialists","Facade & External Envelope","Cladding Contractors"
13279,"SPG Cladding","Facade & External Envelope","Cladding Contractors"
13281,"Abbeyside Cladding","Facade & External Envelope","Cladding Contractors"
13290,"Fireproof Cladding Facades Pty Ltd","Facade & External Envelope","Cladding Contractors"
13292,"LA Cladding & Roofing","Facade & External Envelope","Roofing Contractors"
13293,"United Cladding","Facade & External Envelope","Cladding Contractors"
13294,"Insulated Cladding Australia - Queensland","Facade & External Envelope","Cladding Contractors"
13295,"Abbeyside Cladding Brisbane","Facade & External Envelope","Cladding Contractors"
13296,"Vinyl Cladding QLD","Facade & External Envelope","Cladding Contractors"
13302,"Trading Headquarters | THQ Brisbane- Decking, Cladding & Turf","Facade & External Envelope","Cladding Contractors"
13303,"ProFold Roofing & Cladding supplies","Facade & External Envelope","Roofing Contractors"
13304,"Rhino Cladding Solutions","Facade & External Envelope","Cladding Contractors"
13307,"Build Q Traders | Wholesale Building & Landscaping Supplies","Facade & External Envelope","Landscape Contractors"
13311,"GATA Plastering Brisbane","Facade & External Envelope","Plasterers"
13312,"Tekline Roofing","Facade & External Envelope","Roofing Contractors"
13313,"Stonemason | Stone cladding | Stonewalls","Facade & External Envelope","Stone Cladding Contractors"
13318,"Sustainable Cladding and Roofing","Facade & External Envelope","Roofing Contractors"
13319,"Taku's Carpentry Pty Ltd","Facade & External Envelope","Carpenters"
13320,"Cladding Safety Victoria","Facade & External Envelope","Cladding Contractors"
13325,"G.James Architectural Cladding","Facade & External Envelope","Cladding Contractors"
13328,"Perth Cladding Pty Ltd","Facade & External Envelope","Cladding Contractors"
13330,"InStyle Cladding Solutions","Facade & External Envelope","Cladding Contractors"
13332,"Aluminium Cladding Installations","Facade & External Envelope","Cladding Contractors"
13341,"Positive Cladding","Facade & External Envelope","Cladding Contractors"
13342,"Stella Cladding and Interiors","Facade & External Envelope","Cladding Contractors"
13356,"Aussie Plasterboard","Facade & External Envelope","Plasterboard / Gyprocking Contractors"
13369,"SA Cladding","Facade & External Envelope","Cladding Contractors"
13371,"Adelaide Timber Cladding","Facade & External Envelope","Cladding Contractors"
13374,"Gk Cladding Pty Ltd","Facade & External Envelope","Cladding Contractors"
13375,"AC Roofing & Cladding","Facade & External Envelope","Roofing Contractors"
13378,"Total Cladding Solutions","Facade & External Envelope","Cladding Contractors"
13379,"Asurco Roofing and Cladding","Facade & External Envelope","Roofing Contractors"
13384,"Evolution Roofing and Cladding","Facade & External Envelope","Roofing Contractors"
13387,"Straight Cut Rendering","Facade & External Envelope","Renderers"
13396,"Signal & Hobbs Roofing Contractors","Facade & External Envelope","Roofing Contractors"
13405,"Rendering ACT","Facade & External Envelope","Renderers"
13420,"Moraschi Roofing","Facade & External Envelope","Roofing Contractors"
13422,"Capital Cladding & Construction Pty Ltd","Facade & External Envelope","Cladding Contractors"
13438,"Cutting Edge Carpentry","Facade & External Envelope","Carpenters"
13439,"TDT carpentry","Facade & External Envelope","Carpenters"
13441,"CPR Facade Upgrade Specialists | Remedial Builders | Building Remediation Contractors | High Rise Painters","Remedial Builders","Painters"
13458,"AC Plumbing","Facade & External Envelope","Commercial Plumbers"
13468,"Paul Newport Roof Restoration and Repairs Brisbane","Facade & External Envelope","Roof Leak Repair Contractors"
13469,"Bayside Roof Restorations","Facade & External Envelope","Roof Leak Repair Contractors"
13471,"APS Roofing Restoration/Painting","Facade & External Envelope","Roof Leak Repair Contractors"
13472,"Active Painting and Roof Restorations PTY LTD","Facade & External Envelope","Roof Leak Repair Contractors"
13486,"Adelaide Commercial Painters","Facade & External Envelope","Painters"
13488,"Kompaq Roofing","Facade & External Envelope","Roofing Contractors"
13504,"APro Painting Plastering Maintenance","Facade & External Envelope","Painters"
13511,"Sydney Cement Rendering | Rendering Sydney","Facade & External Envelope","Renderers"
13515,"Smooth Coat Rendering","Facade & External Envelope","Renderers"
13518,"Amigos Rendering","Facade & External Envelope","Renderers"
13519,"RWR Rooney's Whitesetting & Rendering","Facade & External Envelope","Renderers"
13521,"Easy Cement Rendering PTY LTD","Facade & External Envelope","Renderers"
13523,"Rok Cement Rendering Sydney","Facade & External Envelope","Renderers"
13529,"NWR Cement Rendering","Facade & External Envelope","Renderers"
13535,"Bullnose Rendering Pty. Ltd.","Facade & External Envelope","Renderers"
13537,"Sydneywide Cement Renderers","Facade & External Envelope","Renderers"
13540,"Stedaxis - Engineering & CAD, 3D Rendering, Product Development, Software Development, Graphics & Motion Design in Sydney","Facade & External Envelope","Renderers"
13542,"Rendering Melbourne","Facade & External Envelope","Renderers"
13544,"AUSTRALIAN RENDERING COMPANY","Facade & External Envelope","Renderers"
13545,"M.J. Exteriors & Rendering, Painting","Facade & External Envelope","Painters"
13547,"Expert Rendering Melbourne","Facade & External Envelope","Renderers"
13548,"Rendering Express","Facade & External Envelope","Renderers"
13559,"Adam Bros Rendering Services","Facade & External Envelope","Renderers"
13563,"Studio Jam - 3D Rendering Melbourne","Facade & External Envelope","Renderers"
13568,"Bay 2 Bay Rendering","Facade & External Envelope","Renderers"
13576,"M.J. Exteriors & Painting, Rendering repairs Melbourne","Render Repair Contractors","Painters"
13577,"ALM Rendering","Facade & External Envelope","Renderers"
13583,"Erin Solid Plasterers","Facade & External Envelope","Plasterers"
13585,"A&S Rendering","Facade & External Envelope","Renderers"
13588,"Brisbane Rendering","Facade & External Envelope","Renderers"
13590,"Rock Solid Rendering QLD","Facade & External Envelope","Renderers"
13592,"Charlie And Sons Rendering","Facade & External Envelope","Renderers"
13593,"MRG RENDERING","Facade & External Envelope","Renderers"
13594,"SCR Rendering Brisbane","Facade & External Envelope","Renderers"
13596,"Raycott Rendering - Rendering in Brisbane, Gold Coast, Sunshine coast","Facade & External Envelope","Renderers"
13600,"Duries Rendering","Facade & External Envelope","Renderers"
13602,"Melo's Rendering Pty Ltd","Facade & External Envelope","Renderers"
13603,"MR Rendering Studio - 3D Rendering Services & Architectural Visualisation","Facade & External Envelope","Renderers"
13604,"Rendering 93","Facade & External Envelope","Renderers"
13605,"JM & MJ Solid Plastering","Facade & External Envelope","Plasterers"
13607,"Gold Coast Rendering","Facade & External Envelope","Renderers"
13610,"RMA Rendering & Sealing","Facade & External Envelope","Renderers"
13613,"Major Coatings- Brisbane render and texture coatings","Facade & External Envelope","Renderers"
13615,"Brisbane Rendering North","Facade & External Envelope","Renderers"
13620,"Brisbane Rendering South","Facade & External Envelope","Renderers"
13629,"BOSTAN RENDERING","Facade & External Envelope","Renderers"
13632,"Signature Painters","Facade & External Envelope","Painters"
13636,"Desire Landscapes","Facade & External Envelope","Landscape Contractors"
13641,"Regal Rendering","Facade & External Envelope","Renderers"
13643,"Xcel Plastering And Rendering","Facade & External Envelope","Plasterers"
13648,"Murray's Rendering Perth","Facade & External Envelope","Renderers"
13649,"J&D Plastering & Textured Coatings","Facade & External Envelope","Plasterers"
13651,"Plastering Makeovers, Acratex Acrylic Dulux Texture Coat Renderers, Plasterers","Facade & External Envelope","Plasterers"
13652,"Formula Plastering & Rendering Joondalup - Northern Suburbs","Facade & External Envelope","Plasterers"
13655,"Lenzo Plasterers","Facade & External Envelope","Plasterers"
13656,"F&G Rendering","Facade & External Envelope","Renderers"
13658,"Kingfisher Plastering Perth - Texture Coating","Facade & External Envelope","Plasterers"
13672,"Sunshine Coast Rendering","Facade & External Envelope","Renderers"
13686,"Aval Rendering","Facade & External Envelope","Renderers"
13700,"ACE Rendering Solutions","Facade & External Envelope","Renderers"
13710,"Seaview Plasterers Walling Systems","Facade & External Envelope","Plasterers"
13712,"SA Heritage Solid Plastering (Adelaide, South Australia)","Facade & External Envelope","Plasterers"
13719,"Traditional Solid Rendering","Facade & External Envelope","Renderers"
13722,"JARVE Painting","Facade & External Envelope","Painters"
13727,"Shauns Plastering","Facade & External Envelope","Plasterers"
13728,"Richo's Rendering and Painting Pty Ltd","Facade & External Envelope","Painters"
13730,"GHG PLASTERING-COMMERCIAL PLASTERING+DIGITAL DISPLAY SIGNAGE","Facade & External Envelope","Plasterers"
13739,"LG Rendering Solutions","Facade & External Envelope","Renderers"
13741,"SB rendering","Facade & External Envelope","Renderers"
13744,"Pat's Rendering Service","Facade & External Envelope","Renderers"
13754,"GC Pro Render - Sydney Rendering","Facade & External Envelope","Renderers"
13758,"Bg and Sm Rendering and Painting Services PTY LTD","Facade & External Envelope","Painters"
13764,"Innovation Rendering Services","Facade & External Envelope","Renderers"
13765,"Mikes Top Rendering","Facade & External Envelope","Renderers"
13769,"Sydney Plastering Service","Facade & External Envelope","Plasterers"
13773,"Korean Team Painting and Rendering","Facade & External Envelope","Painters"
13774,"Robust Rendering","Facade & External Envelope","Renderers"
13776,"O'Gorman Solid Plastering","Facade & External Envelope","Plasterers"
13779,"ALTONA RENDERING","Facade & External Envelope","Renderers"
13780,"Adam Bros | Rendering House Services Melbourne | Rendering in Melbourne | Rendering Specialist","Render Repair Contractors","Renderers"
13782,"Valley Rendering","Facade & External Envelope","Renderers"
13804,"Maxkil Drywall Plastering & Painting Services","Facade & External Envelope","Painters"
13806,"Brisbane Rendering & Cladding","Facade & External Envelope","Renderers"
13817,"Mick's Plastering","Facade & External Envelope","Plasterers"
13818,"RAEC Plasterboards","Facade & External Envelope","Plasterboard / Gyprocking Contractors"
13820,"TAO studio | 3D Rendering & Interior Design","Facade & External Envelope","Renderers"
13830,"Tasmanian HiTec Painting Pty Ltd","Facade & External Envelope","Painters"
13831,"Dyson Painters Hobart - Professional Painting for Residential & Commercial Properties","Facade & External Envelope","Painters"
13836,"Patch A Hole Plastering","Facade & External Envelope","Plasterers"
13838,"Canberra Plastering","Facade & External Envelope","Plasterers"
13839,"Pride Painting & Decorating | Painters in Canberra","Facade & External Envelope","Painters"
13840,"Absolute Property Service - Painters Canberra","Facade & External Envelope","Painters"
13843,"C&C Painting Group","Facade & External Envelope","Painters"
13845,"B&S Plastering","Facade & External Envelope","Plasterers"
13848,"Top Facade Cladding Sydney","Facade & External Envelope","Cladding Contractors"
13849,"Pro Access Painting and Remedial","Facade & External Envelope","Painters"
13871,"Expert Painting & Renovation","Facade & External Envelope","Painters"
13876,"Zeino Rendering Melbourne","Facade & External Envelope","Renderers"
13878,"Renew Painting","Facade & External Envelope","Painters"
13894,"Evolve Painting Company","Facade & External Envelope","Painters"
13896,"Pro Painting QLD","Facade & External Envelope","Painters"
13900,"Fresh Coat Painters","Facade & External Envelope","Painters"
13914,"YB Painting Services","Facade & External Envelope","Painters"
13925,"Painting Force","Facade & External Envelope","Painters"
13937,"Aussie House Painting","Facade & External Envelope","Painters"
13942,"EarthRam - Handyman & Carpentry Services","Facade & External Envelope","Carpenters"
13947,"Mastercoat Painting Contractors","Facade & External Envelope","Painters"
13961,"Freshy Painters Pty Ltd","Facade & External Envelope","Painters"
13964,"Coast to Coast Painting PTY LTD","Facade & External Envelope","Painters"
13970,"Abrasive Blasting & Painting","Facade & External Envelope","Industrial Painters"
13972,"Fluid Painting Solutions Canberra","Facade & External Envelope","Painters"
13980,"Up Down Access Professional Building Facade and Repair","Facade & External Envelope","Facade Remediation Contractors"
13987,"Select Abseiling Solutions - Rope Access Window Cleaning Sydney, High Rise Window Cleaning & Painting","Rope Access Contractors","Painters"
13996,"Bellmont Facade Engineering PTY Ltd.","Facade & External Envelope","Facade Engineers"
14017,"PBS Carpentry, Maintenance Services & Home Extensions","Renovation Builders","Carpenters"
14040,"Bris north gutters & roofing","Facade & External Envelope","Roofing Contractors"
14048,"Peak Facades and Rope Access Solutions","Rope Access Contractors","Facade Access Contractors"
14092,"Thomas Kelly - Stone Repointing & Restoration","Facade & External Envelope","Brick Repointing Contractors"
14094,"SA Window Cleaning","Facade & External Envelope","Window Cleaners"
14095,"Thirteen Commercial Cleaning","Facade & External Envelope","Commercial Cleaners"
14116,"Ali rapid insulation-Insulation Installers","Facade & External Envelope","Insulation Installers"
14135,"Pricerite Insulation - Insulation Installers, Suppliers & Contractors","Facade & External Envelope","Insulation Installers"
14161,"Landlay - A Strata Remedial Consultancy","Consultants & Practitioners","Remedial Consultants"
14165,"AJ Engineering Consultancy I Structural Engineer Sydney","Consultants & Practitioners","Structural Engineers"
14214,"Core Consultants Brisbane | Geotechnical Engineering, Environmental Science","Consultants & Practitioners","Geotechnical Engineers"
14220,"Rainbow Engineering - Structural Consulting Engineers Gold Coast","Consultants & Practitioners","Structural Engineers"
