id,name,current_category,new_category
12178,"Skytek Roofing","Roofing","Roofing Contractors"
12179,"Roof Plumbers Warehouse","Roofing","Roof Plumbers"
12180,"Prime Roofing WA","Roofing","Roofing Contractors"
12182,"DLP Roofing & Contracting Pty Ltd","Roofing","Roofing Contractors"
12186,"Roofers Of Adelaide","Roofing","Roofing Contractors"
12187,"Metal City Roofing","Roofing","Metal Roofing Contractors"
12188,"Adelaide Roofing and Construction | Residential Roof Replacement, Restoration, Repairs and Installation","Roofing","Roof Leak Repair Contractors"
12189,"Statewide Roofing Supplies","Roofing","Roofing Contractors"
12190,"Master Roof Restoration","Roofing","Roof Leak Repair Contractors"
12191,"DC Roofing Contractors SA","Roofing","Roofing Contractors"
12192,"Roof Revival Adelaide - Roof Restoration & Repairs Specialist in Adelaide","Roofing","Roof Leak Repair Contractors"
12195,"Munro Roofing Adelaide - Roof Leak Repairs | Restoration | Replacement","Roofing","Roof Leak Repair Contractors"
12202,"Steelmax Roofing","Roofing","Metal Roofing Contractors"
12204,"National Capital Roofing","Roofing","Roofing Contractors"
12210,"Jakes Steel & Welding","Roofing","Welders"
12215,"Sydney Tile Roof Painting","Roofing","Tile Roofers"
12216,"RGL Roofing","Roofing","Roofing Contractors"
12217,"Sydney Local Roofers Manly","Roofing","Roofing Contractors"
12218,"Harwood Roofing","Roofing","Roofing Contractors"
12221,"City2Surf Roofing - Northern Beaches","Roofing","Roofing Contractors"
12222,"Bondi Beach Roof Repairs","Roofing","Roof Leak Repair Contractors"
12225,"The Roof Tile Specialist","Roofing","Tile Roofers"
12226,"Top Glaze Roofing Melbourne","Roofing","Roofing Contractors"
12227,"Dimitri's Roof Tiling","Roofing","Tilers"
12229,"Total Roof Restoration","Roofing","Roof Leak Repair Contractors"
12231,"Canterbury Roof Tiles","Roofing","Tile Roofers"
12232,"Roof Restoration Northern Suburbs","Roofing","Roof Leak Repair Contractors"
12233,"Astar Roofing","Roofing","Roofing Contractors"
12235,"All Roof Repair Pty Ltd","Roofing","Roof Leak Repair Contractors"
12236,"New Ridge Roof Restoration","Roofing","Roof Leak Repair Contractors"
12237,"Slate Roof Specialist","Roofing","Roofing Contractors"
12238,"Traditional Roofing","Roofing","Roofing Contractors"
12239,"Royce Roofing","Roofing","Roofing Contractors"
12242,"Calder Roofing","Roofing","Roofing Contractors"
12244,"OUTLAST Roof Restorations","Roofing","Roof Leak Repair Contractors"
12246,"Gilbert Roofing Tiles - Rowville, new roofs, reroofs and extensions","Roofing","Roof Leak Repair Contractors"
12249,"Old Style Roof Tiles","Roofing","Tile Roofers"
12251,"Zen Roofing","Roofing","Roofing Contractors"
12252,"Perth Skyline Roofing","Roofing","Roofing Contractors"
12254,"Thornlie Roof Tiling","Roofing","Tilers"
12255,"Triple C Roofing","Roofing","Roofing Contractors"
12256,"Roof Restorers Perth","Roofing","Roof Leak Repair Contractors"
12257,"South Suburban Roof Tiling","Roofing","Tilers"
12260,"Perth Roofing","Roofing","Roofing Contractors"
12263,"Roof Leak Easy Fix Perth","Roofing","Roof Leak Repair Contractors"
12264,"Top Notch Roofing WA","Roofing","Roofing Contractors"
12269,"Your Roof Restoration & Maintenance","Roofing","Roof Leak Repair Contractors"
12272,"DJK Roofing","Roofing","Roofing Contractors"
12273,"P&R Roofing South Australia","Roofing","Roofing Contractors"
12274,"GTR Roofing","Roofing","Roofing Contractors"
12276,"Enhanced Roofing Pty Ltd","Roofing","Roofing Contractors"
12278,"Sydney Discount Roof Repair","Roofing","Roof Leak Repair Contractors"
12279,"Roof Repairs Maroubra","Roofing","Roof Leak Repair Contractors"
12280,"Empire Roofing Repairs and Restoration","Roofing","Roof Leak Repair Contractors"
12281,"Prompt Roofing Sydney","Roofing","Roofing Contractors"
12282,"Sydney Roofers Roof Repair Specialist","Roofing","Roof Leak Repair Contractors"
12283,"Sydney Roofing Contractors","Roofing","Roofing Contractors"
12284,"Climate Roofing Pty Ltd","Roofing","Roofing Contractors"
12285,"The Roofing Professionals Eastside","Roofing","Roofing Contractors"
12287,"Edmonds Roofing Australia","Roofing","Roofing Contractors"
12288,"Sydney Wide Roofing Co","Roofing","Roofing Contractors"
12289,"AQ Sydney Roofing Pty Ltd","Roofing","Roofing Contractors"
12290,"Maxxy Roofing - Roof Restoration Experts","Roofing","Roof Leak Repair Contractors"
12291,"Proven Roofing","Roofing","Roofing Contractors"
12292,"Lifetime Roofing Replacement & Repairs Melbourne","Roofing","Roof Leak Repair Contractors"
12293,"Supreme Roofing Group","Roofing","Roofing Contractors"
12294,"Melbourne Roof Plumbing","Roofing","Roof Plumbers"
12295,"Zoro Roof restoration | Roof repair Sunshine west | New Gutter replacement Sunshine West | roof cleaning","Roofing","Roof Leak Repair Contractors"
12299,"Rhino Roofing SA","Roofing","Roofing Contractors"
12300,"Apogee Roofing","Roofing","Roofing Contractors"
12301,"Luxury Cover Roofing","Roofing","Roofing Contractors"
12310,"Top Torch Waterproofing","Roofing","Licensed Waterproofers"
12311,"Forest Waterproofing","Roofing","Licensed Waterproofers"
12314,"Sealfast Waterproofing","Roofing","Licensed Waterproofers"
12317,"Longlife Waterproofing","Roofing","Licensed Waterproofers"
12319,"Specialized Waterproofing","Roofing","Licensed Waterproofers"
12321,"J.K Waterproofing Solutions","Roofing","Licensed Waterproofers"
12323,"All Weather Roofing Solutions","Roofing","Roofing Contractors"
12324,"Storm Call Roofing Projects","Roofing","Roofing Contractors"
12325,"All Things Roofing - Roof Repairs, Painting, Restoration & Guttering South Adelaide","Roofing","Roof Leak Repair Contractors"
12328,"Enduroflex - Green Roofing Sydney","Roofing","Roofing Contractors"
12330,"Kangaroo Roofing and Plumbing","Roofing","Roofing Contractors"
12332,"Top Quality Roofing","Roofing","Roofing Contractors"
12336,"Heritage Roofing Group Pty Ltd","Roofing","Roofing Contractors"
12337,"NSW Slate Roofing - Sydney","Roofing","Roofing Contractors"
12338,"Slate Roofing Australia","Roofing","Roofing Contractors"
12339,"Melbourne Slate Roof Repairs","Roofing","Roof Leak Repair Contractors"
12342,"Classic Slate Roofing","Roofing","Roofing Contractors"
12343,"Melbourne Slate Roofing Masters","Roofing","Roofing Contractors"
12350,"A & D Discount Roofing Supplies","Roofing","Roofing Contractors"
12351,"URB'n Roofing Pty Ltd","Roofing","Roofing Contractors"
12352,"Trusst Roofing Pty Ltd","Roofing","Roofing Contractors"
12356,"Carter Roofing & Slating","Roofing","Roofing Contractors"
12358,"D Smith Roofing Canberra","Roofing","Roofing Contractors"
12359,"Paterson Roofing","Roofing","Roofing Contractors"
12360,"Natural Lighting Canberra | Skylights Supply & Installation","Roofing","Skylight Installers"
12363,"Bristile Roofing Fyshwick","Roofing","Tile Roofers"
12365,"Chris Kugler Roofing","Roofing","Roofing Contractors"
12366,"Long Beach Roofing","Roofing","Roofing Contractors"
12367,"UA ROOFING PTY LTD","Roofing","Roofing Contractors"
12368,"Green Scope Roofing","Roofing","Roofing Contractors"
12370,"Bluesky Roofing and Property Maintenance","Roofing","Roofing Contractors"
12371,"Budget Roofing","Roofing","Roofing Contractors"
12372,"Sky Dog Roofing","Roofing","Roofing Contractors"
12378,"Kangaroo Roof Repairs & construction pty Ltd","Roofing","Roof Leak Repair Contractors"
12380,"2 OLD ROOFERS","Roofing","Roofing Contractors"
12382,"High Roofing","Roofing","Roofing Contractors"
12385,"Inner West Roof Repairs","Roofing","Roof Leak Repair Contractors"
12386,"Green Scope & Co - Roofing & Guttering","Roofing","Roofing Contractors"
12391,"Greens Roofing","Roofing","Roofing Contractors"
12392,"Sky Roofing & Home Improvements","Roofing","Roofing Contractors"
12399,"Green House Painting Services Pty Ltd","Roofing","Painters"
12400,"Ross the Roofer","Roofing","Roofing Contractors"
12401,"Louvre Roofs","Roofing","Louvres / Screens Contractors"
12403,"Central Skylights | Velux Skylights Melbourne","Roofing","Skylight Installers"
12405,"DGA Roofing","Roofing","Roofing Contractors"
12407,"Totally Outdoors - Louvre Pergolas Melbourne Pergola Builder Melbourne Alfresco Melbourne","Pergola Builders","Louvres / Screens Contractors"
12408,"Singh Roofing - Experts in Roof Restoration & Painting in Melbourne","Roofing","Roof Leak Repair Contractors"
12410,"Belle Skylights - Skylights Melbourne, Velux Skylights, Roof Access Hatches","Roofing","Skylight Installers"
12413,"MHI Roofing Brisbane","Roofing","Roofing Contractors"
12415,"Green Solar","Roofing","Solar & Renewables"
12416,"Suncity Roofing & Supplies P/L","Roofing","Roofing Contractors"
12417,"Apex Roof Painting | Roof Cleaning | Roof Restoration","Roofing","Roof Leak Repair Contractors"
12418,"Nev's Roof Restoration","Roofing","Roof Leak Repair Contractors"
12420,"Top Tin Roofing","Roofing","Roofing Contractors"
12421,"Evoke Roofing","Roofing","Roofing Contractors"
12424,"luke's local roofing","Roofing","Roofing Contractors"
12426,"NJH Roofing","Roofing","Roofing Contractors"
12429,"Better Skylights (Formerly Lady on the Roof) - Skylight Installation & Roof Ventilation","Roofing","Skylight Installers"
12432,"Brisbane Tile Roof Restorations","Roofing","Roof Leak Repair Contractors"
12433,"Nectr Solar & Battery","Roofing","Battery Storage Installers"
12439,"Whirlybird Perth","Roofing","Roof Ventilation Installers"
12441,"Rooftop Gutters and Solar Cleaning","Roofing","Solar & Renewables"
12442,"Kalamunda Roof Restorers","Roofing","Roof Leak Repair Contractors"
12444,"Shire Skylights & The Skylight Warehouse","Roofing","Skylight Installers"
12445,"Solar Choice","Roofing","Solar & Renewables"
12446,"Deep Green Landscaping","Roofing","Landscape Contractors"
12467,"upright building Pty LTD- Roofing and Building Services","Roofing","Roofing Contractors"
12470,"Top End Solar - Solar Panels Darwin","Roofing","Solar Panel Installers"
12471,"Green Ant Painting","Roofing","Painters"
12473,"Solar Panels & Installers Sydney - Smart House Solar","Roofing","Solar Panel Installers"
12475,"Sun Max Solar","Roofing","Solar & Renewables"
12476,"Evolution Solar and Electrical","Roofing","Solar & Renewables"
12477,"Solar Energy Enterprises","Roofing","Solar & Renewables"
12479,"Safe Wired Electrical and Solar","Roofing","Solar & Renewables"
12481,"RenewCo Solar","Roofing","Solar & Renewables"
12483,"Solarbank","Roofing","Solar & Renewables"
12484,"Solar Safari Pty Ltd","Roofing","Solar & Renewables"
12485,"Solid Solar Services","Roofing","Solar & Renewables"
12487,"Solar National","Roofing","Solar & Renewables"
12488,"Solar Panel Installation Sydney | Isolux Solar","Roofing","Solar Panel Installers"
12489,"Boost Solar","Roofing","Solar & Renewables"
12490,"SUPERB SOLAR","Roofing","Solar & Renewables"
12494,"Space Solar: Sydney","Roofing","Solar & Renewables"
12495,"Solar World | Best Solar Installer Sydney |","Roofing","Solar & Renewables"
12497,"AU Solar Mate","Roofing","Solar & Renewables"
12499,"Solar Energy NSW Sydney","Roofing","Solar & Renewables"
12500,"Sydney Solar Group","Roofing","Solar & Renewables"
12502,"Aussie Hybrid Solar","Roofing","Solar & Renewables"
12503,"Global Solar World - Solar Panel Suppliers & Installation Sydney","Roofing","Solar Panel Installers"
12506,"True Solar Nation","Roofing","Solar & Renewables"
12507,"Solar Flow Melbourne","Roofing","Solar & Renewables"
12508,"Life Solar","Roofing","Solar & Renewables"
12509,"Renewable Solar","Roofing","Solar & Renewables"
12510,"Ultimate Solar Energy","Roofing","Solar & Renewables"
12511,"Incredible Solar and Energy Solutions","Roofing","Solar & Renewables"
12513,"Sunburn Solar","Roofing","Solar & Renewables"
12514,"Helcro Solar","Roofing","Solar & Renewables"
12515,"Solar Masters","Roofing","Solar & Renewables"
12516,"Solargain Melbourne","Roofing","Solar & Renewables"
12518,"365 Solar Australia","Roofing","Solar & Renewables"
12519,"Total Solar Solutions","Roofing","Solar & Renewables"
12521,"SunSolar Energy Pty Ltd","Roofing","Solar & Renewables"
12522,"Essential Solar","Roofing","Solar & Renewables"
12523,"Ramselec Solar & Electrical - Solar Panels & Installation Melbourne","Roofing","Solar Panel Installers"
12524,"Inspire Solar","Roofing","Solar & Renewables"
12525,"Green Line Solar","Roofing","Solar & Renewables"
12526,"3P SOLAR","Roofing","Solar & Renewables"
12530,"OZ Solar Energy Solutions Pty Ltd","Roofing","Solar & Renewables"
12531,"Variety Solar","Roofing","Solar & Renewables"
12533,"Hybrid Solar Solutions Australia","Roofing","Solar & Renewables"
12534,"Primero Electric & Solar","Roofing","Solar & Renewables"
12536,"GP Solar","Roofing","Solar & Renewables"
12539,"Green Vision Solar","Roofing","Solar & Renewables"
12542,"Billabong Solar","Roofing","Solar & Renewables"
12544,"SOLARSEED","Roofing","Solar & Renewables"
12545,"Start Solar","Roofing","Solar & Renewables"
12547,"Right Choice Solar","Roofing","Solar & Renewables"
12550,"The Star Solar","Roofing","Solar & Renewables"
12551,"Solar Masters - Solar Panels Brisbane","Roofing","Solar Panel Installers"
12552,"Solar Panel Bird Proofing | Shine Panel Care","Roofing","Roofing Contractors"
12553,"SolarThoughts® - Expert Solar and Battery Installation Company in Brisbane","Roofing","Battery Storage Installers"
12554,"Brisbane Solar Repairs and Solar Hot Water","Roofing","Solar & Renewables"
12555,"Top Value Solar","Roofing","Solar & Renewables"
12556,"Optimum Solar Energy","Roofing","Solar & Renewables"
12557,"One Solar Australia","Roofing","Solar & Renewables"
12558,"Solar Output","Roofing","Solar & Renewables"
12559,"Quality Solar Systems","Roofing","Solar & Renewables"
12560,"Smart House Solar | Solar Panels, Batteries & Solar Systems in Brisbane","Roofing","Solar Panel Installers"
12561,"BlueSky solar","Roofing","Solar & Renewables"
12562,"Solar Service Guys","Roofing","Solar & Renewables"
12563,"iDeal Solar","Roofing","Solar & Renewables"
12565,"Quick Solar","Roofing","Solar & Renewables"
12566,"ECOSOLARPOWER","Roofing","Solar & Renewables"
12567,"Solar Repair Service Brisbane","Roofing","Solar & Renewables"
12569,"Solar Install Co - Solar Installation Company","Roofing","Solar & Renewables"
12570,"Sky Solar Energy","Roofing","Solar & Renewables"
12573,"Solar Spirit | Brisbane","Roofing","Solar & Renewables"
12574,"Polycarb Sunshine Skylights","Roofing","Skylight Installers"
12580,"Solar Saving","Roofing","Solar & Renewables"
12582,"Renewable Solar","Roofing","Solar & Renewables"
12585,"Zip Solar","Roofing","Solar & Renewables"
12586,"Solarmaxx","Roofing","Solar & Renewables"
12587,"Shark Solar","Roofing","Solar & Renewables"
12589,"Avant solar Energy Pty. Ltd.","Roofing","Solar & Renewables"
12593,"Pro Green Energy - Solar Solutions","Roofing","Solar & Renewables"
12597,"Fortune Solar","Roofing","Solar & Renewables"
12598,"Perth Solar Force","Roofing","Solar & Renewables"
12600,"Solar Lyght","Roofing","Solar & Renewables"
12601,"Avs Solar","Roofing","Solar & Renewables"
12603,"Solar Imperium","Roofing","Solar & Renewables"
12604,"MLEC Solar","Roofing","Solar & Renewables"
12605,"Perth Solar Panel Cleaners","Roofing","Solar Panel Installers"
12608,"Solar Repairs","Roofing","Solar & Renewables"
12609,"Fusion Sun Solar","Roofing","Solar & Renewables"
12611,"Aus Energy Solar","Roofing","Solar & Renewables"
12614,"CLEAN SOLAR PLANET","Roofing","Solar & Renewables"
12617,"MaxSolar","Roofing","Solar & Renewables"
12618,"TDG Solar","Roofing","Solar & Renewables"
12619,"West Coast Solar","Roofing","Solar & Renewables"
12625,"Solaring","Roofing","Solar & Renewables"
12629,"Solar Power Direct","Roofing","Solar & Renewables"
12630,"Tiger Solar Power (Adelaide)","Roofing","Solar & Renewables"
12631,"Allstate Solar Pty Ltd","Roofing","Solar & Renewables"
12632,"GUTTER GLASS & SOLAR","Roofing","Solar & Renewables"
12634,"FIRST CHOICE SOLAR","Roofing","Solar & Renewables"
12643,"Australian Solar Care","Roofing","Solar & Renewables"
12645,"Ur Local Solar","Roofing","Solar & Renewables"
12647,"Steadfast Solar","Roofing","Solar & Renewables"
12650,"Battery Solar Solutions SA","Roofing","Solar & Renewables"
12651,"MLEC Solar Adelaide","Roofing","Solar & Renewables"
12652,"MDB Solar","Roofing","Solar & Renewables"
12653,"Matrix Solar Solutions","Roofing","Solar & Renewables"
12657,"Innovo Electrical & Solar","Roofing","Solar & Renewables"
12661,"Sunbeam Solar and Electrical solutions Pty Ltd","Roofing","Solar & Renewables"
12665,"SOLARLAB","Roofing","Solar & Renewables"
12674,"Tasmania Safer Solar","Roofing","Solar & Renewables"
12677,"Maximum Solar","Roofing","Solar & Renewables"
12680,"EGS Electric Gas Solar","Roofing","Solar & Renewables"
12686,"Sparksavers Electrical, Solar & Air","Roofing","Solar & Renewables"
12687,"Solarever (TAS)","Roofing","Solar & Renewables"
12688,"HC Electrical & Air Conditioning Hobart","Roofing","Air Conditioning Contractors"
12690,"HIB Electrical, Air & Solar","Roofing","Solar & Renewables"
12692,"Castle Solar and Electrical","Roofing","Solar & Renewables"
12693,"Boniwell Blinds","Roofing","Blinds & Window Covering Installers"
12695,"SolarGenTas","Roofing","Solar & Renewables"
12700,"A-Z Roof Painting & Pressure Washing","Pressure Washing Contractors","Painters"
12702,"Astra Solar- Solar Company Canberra","Roofing","Solar & Renewables"
12703,"Solar Forever Canberra","Roofing","Solar & Renewables"
12704,"Daddy Sun Solar & Insulation","Roofing","Solar & Renewables"
12707,"SunBuilt Solar","Roofing","Solar & Renewables"
12708,"Solar4Life","Roofing","Solar & Renewables"
12709,"Aussie Solar Tech","Roofing","Solar & Renewables"
12710,"Capital Solar Panels Cleaning","Roofing","Solar Panel Installers"
12711,"Select Electrical and Solar Solutions","Roofing","Solar & Renewables"
12713,"Mondiaux Solar","Roofing","Solar & Renewables"
12714,"LRS ELECTRICAL AND SOLAR","Roofing","Solar & Renewables"
12715,"G Star Energy- Solar Company in Canberra","Roofing","Solar & Renewables"
12717,"Solargain Canberra","Roofing","Solar & Renewables"
12719,"Max Energy Solar","Roofing","Solar & Renewables"
12723,"National Skylights","Roofing","Skylight Installers"
12724,"Majura Electrical & Solar","Roofing","Solar & Renewables"
12726,"Affordable Solar ACT","Roofing","Solar & Renewables"
12728,"Meta Electrical & Solar","Roofing","Solar & Renewables"
12729,"Solar Run Canberra","Roofing","Solar & Renewables"
12734,"Huglo Solar","Roofing","Solar & Renewables"
12735,"Decarby Solar","Roofing","Solar & Renewables"
12736,"Capital Solar PV - Solar System Supply&Install","Roofing","Solar & Renewables"
12738,"Capital Solar Maintenance","Roofing","Solar & Renewables"
12739,"Island Solar","Roofing","Solar & Renewables"
12743,"Your Green Planet - Solar Panels Darwin","Roofing","Solar Panel Installers"
12744,"Rimfire Energy - Solar and Electricity","Roofing","Solar & Renewables"
12746,"Darwin Solar Shop","Roofing","Solar & Renewables"
12750,"Saltwater Solar","Roofing","Solar & Renewables"
12757,"iSolarNT","Roofing","Solar & Renewables"
12760,"Territory Solar Solutions","Roofing","Solar & Renewables"
12761,"NT Solar Futures","Roofing","Solar & Renewables"
12793,"Sydney Gutter and Window Cleaners","Roofing","Window Cleaners"
12795,"DX Gutter Guard","Roofing","Roof Ventilation Installers"
12820,"Mr. Metal Group | Plumbing | Roofing | Gutter Cleaning | Maintenance | Soft washing","Roofing","Metal Roofing Contractors"
12821,"Hannan Roofing & Guttering","Roofing","Roofing Contractors"
12823,"Reliable Roofing","Roofing","Roofing Contractors"
12825,"Alcoil Roofing & Guttering","Roofing","Roofing Contractors"
12828,"Roof Repair Guys","Roofing","Roof Leak Repair Contractors"
12849,"Gutter Guard Gold Coast","Roofing","Roof Ventilation Installers"
12850,"A.I Gutter & Roofing","Roofing","Roofing Contractors"
12851,"GC Roof and Gutter Repairs","Roofing","Roof Leak Repair Contractors"
12863,"Gutter Knight, Gutter Guards Perth","Roofing","Roof Ventilation Installers"
12879,"Elite Gutter Guards","Roofing","Roof Ventilation Installers"
12884,"Leaf Free Gutter Guard","Roofing","Roof Ventilation Installers"
12890,"Hobart Gutter Guard Co","Roofing","Roof Ventilation Installers"
12901,"My Gutter Guards","Roofing","Roof Ventilation Installers"
12911,"Plasterer Canberra - Canberra's Best Group","Roofing","Plasterers"
12912,"Taqwa Painting Pty Ltd","Roofing","Painters"
12913,"Sydney Wide Roofing Co","Roofing","Roofing Contractors"
12914,"White Rose Slate Roofing PTY LTD","Roofing","Roofing Contractors"
12917,"Sandhurst Roofing Frankston","Roofing","Roofing Contractors"
12918,"Oneway Roofing and Guttering Melbourne","Roofing","Roofing Contractors"
12919,"Garic Roofing","Roofing","Roofing Contractors"
12920,"Flash Roofing Supplies","Roofing","Roofing Contractors"
12924,"Roofing Options Centre","Roofing","Roofing Contractors"
12928,"HomeWise Roofing And Property Maintenance","Roofing","Roofing Contractors"
12931,"Fineline Roofing Australia","Roofing","Roofing Contractors"
12934,"Pinnacle Roofing and Ceiling Repair Services","Roofing","Roof Leak Repair Contractors"
12936,"SunRay Roofing","Roofing","Roofing Contractors"
12937,"Clearview Skylights","Roofing","Skylight Installers"
12939,"J Phillips roofing and cladding","Roofing","Roofing Contractors"
12940,"SA Local Roof Repairs","Roofing","Roof Leak Repair Contractors"
12941,"Miller’s Roofing","Roofing","Roofing Contractors"
12944,"Skylight Central PTY LTD","Roofing","Skylight Installers"
12950,"Skylight Innovations","Roofing","Skylight Installers"
12952,"Geoff Hutchinson Skylight & Roof Vent Installation","Roofing","Skylight Installers"
12955,"Sydney Skylight Repair","Roofing","Skylight Installers"
12956,"Natural Skylights & Ventilation","Roofing","Skylight Installers"
12957,"Keylite Skylights Ltd","Roofing","Skylight Installers"
12960,"South East Sydney Skylights","Roofing","Skylight Installers"
12967,"Sydney Crown Roofing and Gutters | Roof Repair Sydney | Roof installation & restoration","Roofing","Roof Leak Repair Contractors"
12969,"SolarBright","Roofing","Solar & Renewables"
12972,"Duravex Roofing Group - Dulux Acratex Registered Roof Applicator","Roofing","Roofing Contractors"
12973,"Alpha Emergency Glass Repair","Roofing","Glaziers"
12974,"Benchmark Skylights","Roofing","Skylight Installers"
12975,"All sydney roofing services","Roofing","Roofing Contractors"
12978,"Heritage Window Specialists | Window Installation, Repairs & Restoration","Roofing","Heritage Window Contractors"
12979,"Bayfront Roofing","Roofing","Roofing Contractors"
12980,"CITY SKYLIGHTS","Roofing","Skylight Installers"
12981,"Amazing Skylights","Roofing","Skylight Installers"
12982,"Diamond Skylights","Roofing","Skylight Installers"
12983,"THE SKYLIGHT SHOP","Roofing","Skylight Installers"
12984,"Vivid Skylights","Roofing","Skylight Installers"
12986,"Oculus Skylights","Roofing","Skylight Installers"
12987,"Garron Skylights","Roofing","Skylight Installers"
12989,"Daylight Skylights","Roofing","Skylight Installers"
12991,"Atlite Skylights","Roofing","Skylight Installers"
12992,"Bright Skylights","Roofing","Skylight Installers"
12995,"Let There Be Sun Lights Solar Skylights","Roofing","Skylight Installers"
12997,"Luminous Skylights","Roofing","Skylight Installers"
12999,"Vita Skylights | Melbourne Skylights | Supply Only","Roofing","Skylight Installers"
13000,"EZ Windows Aluminium Windows Melbourne","Roofing","Aluminium Window Contractors"
13001,"Heasly & Son Plumbing & Roofing","Roofing","Roofing Contractors"
13002,"illume Skylights","Roofing","Skylight Installers"
13006,"All Metal Roof Plumbing","Roofing","Metal Roofing Contractors"
13007,"ELR Roofing","Roofing","Roofing Contractors"
13009,"Allwest Roofing & Property Care","Roofing","Roofing Contractors"
13011,"Brisbane Skylights and Ventilation Systems","Roofing","Skylight Installers"
13012,"Skylight Specialists","Roofing","Skylight Installers"
13016,"Redcliffe Skylights","Roofing","Skylight Installers"
13022,"Coastal Skylights & Ventilation","Roofing","Skylight Installers"
13023,"Southeast Skylights","Roofing","Skylight Installers"
13026,"Brisbane Skylight Solutions","Roofing","Skylight Installers"
13027,"Skylights West","Roofing","Skylight Installers"
13037,"Belle Skylights Perth","Roofing","Skylight Installers"
13039,"VSky Skylights Adelaide","Roofing","Skylight Installers"
13041,"Australian Federation Skylights","Roofing","Skylight Installers"
13042,"Ace Skylights","Roofing","Skylight Installers"
13059,"Roof Scoop Ventilation","Roofing","Roof Ventilation Installers"
13061,"RVA Roofing Supplies, Fabrication & Insulation Australia","Roofing","Roofing Contractors"
13064,"Sub Floor Ventilation Sydney","Roofing","Ventilation Contractors"
13065,"Whirlybird Roof Ventilation","Roofing","Roof Ventilation Installers"
13070,"Sydney Sub Floor Ventilation","Roofing","Ventilation Contractors"
13071,"Western Sydney Ventilation - Sub floor Ventilation Sydney","Roofing","Ventilation Contractors"
13078,"Hero Air Conditioning","Roofing","Air Conditioning Contractors"
13081,"RJ Ventilation Services Pty Ltd","Roofing","Ventilation Contractors"
13082,"Solarking","Roofing","Solar & Renewables"
13083,"Zephyr Ventilation","Roofing","Ventilation Contractors"
13087,"Ecoflow Ventilation","Roofing","Ventilation Contractors"
13094,"Bills roofing services","Roofing","Roofing Contractors"
13095,"Roof Guard Roofing","Roofing","Roofing Contractors"
13099,"HR Heating and Cooling","Roofing","Air Conditioning Contractors"
13101,"Coldflow Heating & Cooling","Roofing","Air Conditioning Contractors"
13102,"Sunline Solar Roof Ventilation Systems","Roofing","Roof Ventilation Installers"
13103,"Queensland Solar Vents Pty Ltd","Roofing","Solar & Renewables"
13107,"Haven Solar Ventilation","Roofing","Solar & Renewables"
13111,"Green Earth Solutions, Air Conditioning & Ventilation","Roofing","Ventilation Contractors"
13113,"Pinnacle Painting and Roof Revival","Roofing","Painters"
13114,"Solar Cooling Solutions","Roofing","Solar & Renewables"
13117,"Western Whirlybirds","Roofing","Roof Ventilation Installers"
13122,"Airconditioning Vents Perth","Roofing","Air Conditioning Contractors"
13130,"Simmonds Heating And Cooling","Roofing","Air Conditioning Contractors"
13134,"Andrew Belsak Electrical & Air Conditioning","Roofing","Air Conditioning Contractors"
13137,"Professional Plumbing","Roofing","Commercial Plumbers"
13140,"Sanitair Heat Pump AirCon Clean Tasmania South","Roofing","Air Conditioning Contractors"
13144,"Vector HRV Canberra | Heat Recovery Ventilation","Roofing","Ventilation Contractors"
13146,"Fully Airconditioned","Roofing","Air Conditioning Contractors"
13148,"Atlantis Projex - Air Conditioning Contractor","Roofing","Air Conditioning Contractors"
13149,"Voltair Airconditioning","Roofing","Air Conditioning Contractors"
13154,"Delta Air Conditioning & Heating","Roofing","Air Conditioning Contractors"
13155,"Eco NRG Heating, Cooling & Hot Water","Roofing","Air Conditioning Contractors"
13161,"Air Turners Air Conditioning Canberra","Roofing","Air Conditioning Contractors"
13165,"Advanced Air NT Pty Ltd - Air Conditioning Darwin and Palmerston","Roofing","Air Conditioning Contractors"
13167,"Top End Air Conditioning & Maintenance","Roofing","Air Conditioning Contractors"
13168,"UB Cool Airconditioning","Roofing","Air Conditioning Contractors"
13191,"Subtropic Refrigeration and Air Conditioning","Roofing","Refrigeration Contractors"
13193,"Sydney Discount Roof Repair","Roofing","Roof Leak Repair Contractors"
13194,"Sydney Roofers - Leaking Roof Repair Specialist","Roofing","Roof Leak Repair Contractors"
13195,"Halo Roofing Services","Roofing","Roofing Contractors"
13196,"Aabacus Roofing Solutions - Roof Restoration & Cleaning Company Sydney","Roofing","Roof Leak Repair Contractors"
13199,"Hoppers Roofing roof restorations and repairs","Roofing","Roof Leak Repair Contractors"
13200,"Doncaster Roof Repairs","Roofing","Roof Leak Repair Contractors"
13203,"Aapex Roof Repairs","Roofing","Roof Leak Repair Contractors"
13210,"Legit Plastering and Painting Services Pty Lld","Roofing","Painters"
13211,"Peak Plumbing Co.","Roofing","Commercial Plumbers"
13212,"Stoney's Plumbing & Fire Service","Roofing","Commercial Plumbers"
13213,"DUO Plumbing & Gas Maintenance","Roofing","Commercial Plumbers"
13214,"O'Brien Plumbing Palmerston","Roofing","Commercial Plumbers"
13216,"Australian cladding specialists","Facade & External Envelope","Cladding Contractors"
13218,"Sterland Roofing & Cladding Pty Ltd","Facade & External Envelope","Roofing Contractors"
13219,"TD CLADDING SUPPLIES PTY LTD","Facade & External Envelope","Cladding Contractors"
13220,"BRC Roofing and Cladding Australia","Facade & External Envelope","Roofing Contractors"
